Timestamp	Title	Key text or quote	Original link URL
	MadelineHayman	While I could outline the myriad ways in which this connection is a lie, my biggest issue is the cavalier attitude some media professionals have taken to the damage they do in publishing inflammatory headlines and feeding racist narratives.' @jimmalo7 ✊🏽 https://t.co/RsXKyPI6V0	https://twitter.com/i/web/status/1283963562134654978
	ABCIndigenous	Aboriginal woman called for help multiple times before death in custody, coroner hears.  WARNING: Aboriginal and Torres Strait Islander readers are advised that the following article contains names, images and descriptions of people who have died.  https://t.co/OQqUmNvFsg	https://twitter.com/i/web/status/1283966707900375042
	oz_f	Easy to understand, common sense rules. You can’t exercise outside of your suburb (sorry if you don’t have a park!) but if you’re a member of a golf club you can travel 15km to play a round. https://t.co/vriRdpceWr	https://twitter.com/i/web/status/1283900661537443840
	JessHealyWalton	I’ve become aware of an experienced and respected disabled activist endlessly mocking another disabled activist on her public Facebook, cheered on by many other disabled people in the Aus community. It’s gross. I endured bullying in high school and I can see it clear as day here.	https://twitter.com/i/web/status/1283705257952858113
	Indigenous_SoSS	Aboriginal people are not the problem👏🏾👏🏾👏🏾 @Robyn_Oxley draws on her research about Aboriginal deaths in custody. No more legal system, we need a justice system #aboriginallivesmatter	https://twitter.com/i/web/status/1283955045847859200
	IndigenousX	On 27 July, all Australian Governments will consider whether to #RaisetheAge of criminal responsibility to 14 years of age.  Archie Roach: "Children as young as 10 shouldn't be in jail, they should be learning about their culture and their history"  https://t.co/Q5j7rMzrEZ https://t.co/InPnWZMcu7	https://twitter.com/i/web/status/1283930306681044993
	keenan_mundine	Another chance to tell my story and the ever lasting impact of childhood trauma. I can not thank my Rock Carly Stanley for showing me a new life, a life that matters.https://t.co/beicPPdgwX	https://twitter.com/i/web/status/1283915871514013696
			
	Imani_Barbarin	60-80% of polling places are inaccessible to disabled people and politicians usually leave this unaddressed until it comes to enforcing the ADA to close down polling places in Black and brown polling places. https://t.co/wt7NrpEp7N	https://twitter.com/i/web/status/1283949247692509187
	drcbond	The frontline is a real place and a position that only some choose to take up - often at great personal cost.  Don’t be fooled by those who speak of metaphorical frontlines; in such contexts their position is only ever performative.	https://twitter.com/i/web/status/1283955768392204288
	OtherSociology	Beatrice Valek is a Sri Lankan Australian student who was arrested for protesting refugee detention. Police made her wait unnecessarily because they say they couldn't pronounce her name, then made her clean her cell before they would release her https://t.co/H8ByLnpgxf @SBSNews	https://twitter.com/i/web/status/1283922228753518593
	nate_bowling	I don't expect an open letter from elites in Harper's about this.   This is an actual threat to political speech: badegeless, nameless, masked federal officers assaulting, and snatching-up protesters in Portland. https://t.co/kjCAxxNa3I https://t.co/l8Hq2lW0ZL	https://twitter.com/i/web/status/1283781438043680769
			
	TracyWesterman	Imagine being charged with a minor crime. English is your 3rd language. 3 mnths later u travel 400kms 4 your “hearing” in front of the District judge. U have a language interpreter explaining proceedings &amp; effectively acting as your lawyer. Welcome 2 Oz Justice 4 Aboriginal ppl	https://twitter.com/i/web/status/1283904498088308737
	Imani_Barbarin	Disabled people watching companies and schools provide work from home accessibility to employees and students after they denied it to disabled people. https://t.co/pPkBYZrE5f	https://twitter.com/i/web/status/1283812762414723072
	Imani_Barbarin	If you stand for racial justice, you must hold space for the self diagnosed in the disability community.   You cannot honestly look at the statistics of those who are denied care and respect in medical settings and think that diagnoses are easily accessed by the marginalized.	https://twitter.com/i/web/status/1283778600014159876
	sandyosullivan	@AnitaHeiss Yes.  In the here and now.    Because the future isn't looking great: the flurry of concern when the recent Closing the Gap Report told us that we would have parity in prison population by 2093.   Where is that sustained concern?	https://twitter.com/i/web/status/1283759694733950976
	AJ_Whittaker	Tomorrow is the final day of the inquest into the death of Tane Chatfield. His family will address media at the NSW Coroners Court in Lidcombe at 9am. If you can, come sit in. It matters, and so does #JusticeForTane.	https://twitter.com/i/web/status/1283716889013661696
	LouiseApryl	Sleepless knowing Tane Chatfield’s family are in the 2nd day of the inquest, with no mention of it anywhere in the media. We’re in the middle of a BLM movement and still no acknowledgement or support for these families #justice4tane    https://t.co/B9I2UjbhtF	https://twitter.com/i/web/status/1283019132972052481
	drcbond	I don’t know who needs to hear this but #BlackLivesMatter isn’t abt white benevolence - it’s about Black resistance to state sanctioned violence like Indigenous incarceration. Also it’s capital I for Indigenous. I mean if you going to do a job - you could at least do it properly. https://t.co/WYAewxDIKj	https://twitter.com/i/web/status/1283568661584723968
	PreciousGNSD	Interesting that Breonna Taylor’s death and the attempted murder of Meg Thee Stallion have both been memeified. It’s as if violence against Black women isn’t taken seriously 🙃🌚	https://twitter.com/i/web/status/1283509914330107905
	umairh	How a society ends up is best predicted by how it treats its most vulnerable. And America putting defenseless kids in cages was a premonition of the horror of now, of mass death. That lesson is eternal and never changes.	https://twitter.com/i/web/status/1281953818947858432
	helpmeskeletor	Your daily reminder that white journalists aren’t objective on race, white supremacy and anti-Blackness.  Also it benefits them to never interrogate this because they are granted objectivity by default. https://t.co/0v1WxCgIqa	https://twitter.com/i/web/status/1283656745928151042
	NITV	Lamalaig woman Cynthia Lui fought back tears as she introduced the historic bill, which allows relatives or community members to adopt a child in unforeseen circumstances. @smith_dougy reports. https://t.co/pUXbYvy2cg	https://twitter.com/i/web/status/1283686838390059008
			
	rightsagenda	Media Release: Death in custody: Coronial inquest into the death of 37 year old Aboriginal woman, Veronica Nelson, begins https://t.co/pzco0FzMnQ	https://twitter.com/i/web/status/1283609996576452608
	rightsagenda	“If the Andrews Government valued Aboriginal and Torres Strait Islander peoples’ lives, they would act today and repeal punitive bail laws that are trapping Aboriginal and Torres Strait Islander women in prison,” @monique_hurley	https://twitter.com/i/web/status/1283610556163710976
	bbcrb	It was there for 24 hours ⏰  The statue of protestor Jen Reid, which was placed on top of Edward Colston’s plinth, has been removed by @BristolCouncil  The authority says it will be held in a museum for the artist to pick up, or he can donate it to the museum’s collection. https://t.co/pKdjI8oF4x	https://twitter.com/i/web/status/1283668180746076161
	Roxy_Moore_	Our kids are criminalised, over-policed, abused in prisons. 70% of 10-13 yos in prison are Aboriginal. If governments #RaisetheAge to 14 we can stop this injustice - it's a step to ending the mass incarceration of our mob.  Watch @theprojecttv tonight!   https://t.co/KfAV5nUSev	https://twitter.com/i/web/status/1276418748870615041
	UmberRind	As an Aboriginal Muslim I feel proud to share my story with you about my personal connection this land.  🙌🏽  If this article inspires you, I would love to hear your story, let’s keep these conversations alive!   https://t.co/G5nLbK89dZ via @SBSVoices	https://twitter.com/i/web/status/1282939688764862465
	IndigenousLF	Over the past decade our vision has not wavered. We are about equity of opportunity for all Australian children, no matter where they live. https://t.co/PeabHjewso	https://twitter.com/i/web/status/1283710477508513793
	ojsoliver	@KalwantBhopal Loved reading this book, a must for students, teachers and anyone interested in learning how whiteness and white privilege are protected at the expenses of others. I’ll be recommending this book to my students in September. https://t.co/RL0NzEjYma	https://twitter.com/i/web/status/1283705340337561601
			
	AnitaHeiss	Indigenous Australians make up 3% of the national population, and 28% of the prison population. It's a blight on our nation. - Eddie Cubillo #BLM #stopaboriginaldeathsincustody	https://twitter.com/i/web/status/1283608400912248832
	TracyWesterman	148% ⬆️ in incarceration of Indigenous women in last 10yrs; 80% r jailed 4 “assault”. 90% r victims of DV. Theres a persuasive argument that Indigenous victims r not getting police response (Underpolicing); so forced 2 defend themselves &amp; being charged 4 doing so (over-policing)	https://twitter.com/i/web/status/1283610105712238592
	NITV	Ms Winch said she hoped her win would encourage the next generation of Indigenous voices to pursue a career in the industry. Via @HannahD15  https://t.co/B9kN50KsL5	https://twitter.com/i/web/status/1283651223871205376
	OtherSociology	In Los Angeles, Latins are 2X as likely to get COVID-19 due to lack of testing, most Latins being essential workers, and lack of support  1,000 #Latins have already died in the city. Race and class inequality make the virus more lethal for people of colour https://t.co/5yJnTNb0yy	https://twitter.com/i/web/status/1283600653386829829
	fanoniscanon	Someone who bullied a WOC academic so much she left the institution is now leading on ‘safe spaces’ for women of colour. Fuck academia honestly.	https://twitter.com/i/web/status/1283390053440466946
	emacase	Edit: To clarify the last point, not offering recommendations is about recognizing my limitations. If I don’t work in that area, I may not be the most qualified to make a recommendation. If I offer one from an uneducated place, then I’m part of the problem. So I don’t.	https://twitter.com/i/web/status/1283330290073526272
	emacase	I also don't offer recommendations because I will not put the burden of having to think through all of these things—as so many of us have to do so often—on anyone else. We have enough to do.  Ok. Rant done.	https://twitter.com/i/web/status/1283277412151652352
			
	emacase	So, I do not accept those invites, and though it’s often seen as the friendly thing to do, I also do not send a list of recommendations, or of people they should contact instead. Why? Because those who send such invites need to do their own homework...	https://twitter.com/i/web/status/1283277408687099904
	emacase	4.the fact that you’ve invited me to a space I cannot fully contribute to without having to do hours and hours of background research to attempt to understand your area and to contribute to it confidently means that you do not honour my time or the work that I actually do;…	https://twitter.com/i/web/status/1283277406803865600
	emacase	3.the fact that you’ve invited me to bring an Indigenous perspective even though I'm not Indigenous to this place (I'm a Hawaiian in Aotearoa) means that you are denying Indigenous presence even while purporting to acknowledge it (Indigenous peoples are not interchangeable);…	https://twitter.com/i/web/status/1283277405243625472
	emacase	2.the fact that you you’ve invited me to bring in “an Indigenous perspective” when I don’t work in that area tells me you don’t respect Indigenous perspectives in general, that this is a check-box exercise, and that you simply want to say you’re acknowledging diversity;…	https://twitter.com/i/web/status/1283277403716857856
	emacase	1.the fact that you’ve invited me, someone who doesn’t work in this area, is insulting to the Indigenous people who DO work in this area. It means you haven’t acknowledged their work or their contribution;…	https://twitter.com/i/web/status/1283277402169241600
	emacase	Whenever I’m asked to do a guest lecture on something I know very little about, in an area I don’t do any work in, but am told I’m being invited to bring in “an Indigenous perspective,” I think…	https://twitter.com/i/web/status/1283277399992360960
	AnitaHeiss	"Australia is not one country. It’s two. We are split along racial lines as surely as South Africa was during the era of apartheid. It may sound like hyperbole but it is a fact."  @GeorgeNewhouse What will it take to eradicate deaths in custody? https://t.co/WGVQA6rsLz via  @NITV	https://twitter.com/i/web/status/1283285227062743040
	BlakandBlack	Paul Keating Redfern Speech (1992)  “We took the traditional lands and smashed the traditional way of life. We brought the diseases. The alcohol. We committed the murders. We took the children from their mothers. We practised discrimination and exclusion.”  #FirstNations https://t.co/M49HX6YuWV	https://twitter.com/i/web/status/1283405383634006016
	therapybytigist	Jump on my Instagram whereby the volunteer I’m speaking of, Heba, details what happened, how distressing it was and how distressing it was for her friend, a resident of 33 Alfred Street to watch it all unfold.	https://twitter.com/i/web/status/1283294550383947776
			
			
	therapybytigist	Just an update, we were informed yesterday by VicPol that the Officers were wrong and that we were actually allowed on the estate.   Just like we have been... the whole time https://t.co/9L34cQYozu	https://twitter.com/i/web/status/1283283684578058241
	oz_f	The only reason ABC Life is a proxy for the diversity discussion is because it’s one of the few teams in the org that looks like Australia. You don’t really get to cut it and claim “We’re still committed to diversity though!!”	https://twitter.com/i/web/status/1283304503890989057
	Cubby116	Indigenous ppl don’t need to look overseas for advocacy  inspiration. Lingiari, Foley, Perkins, Jenny Munro, Dodsons, Mum Shirl, Doug Nichols, David Unipon, Mabo, Watson, Langton, Rob Riley, Bandler, Kurnoth-Monks, etc. Add to the list those who bring you inspiration.	https://twitter.com/i/web/status/1283140811467579392
	KalwantBhopal	Education is a system which advantages white, middle class students. It works to disadvantage students of colour and to perpetuate and protect whiteness and white privilege' p162 https://t.co/RGB4Xt5WM6	https://twitter.com/i/web/status/1283312316860309505
	NITV	The community of Laramba faces long-term health issues as a result of their drinking water, which has three times the recommended limit of uranium. https://t.co/a8SGFGOKPj @RoyceRk2 reports	https://twitter.com/i/web/status/1283300239009431557
	AOC	A man whose entire life was built on a rich blend of daddy’s money and financial fraud accuses me, daughter of a house cleaner who won multiple elections to Congress by the age of 30, of not having talent. 🤣  You can tell from his delivery that even HE doesn’t believe it. 😂 https://t.co/blUMByAGjk	https://twitter.com/i/web/status/1283166889359835137
	NITV	A chronology of human habitation in the River Murray area within South Australia has lead to a new timeline that dates back at least 29,000 years https://t.co/3wxTzGBM6u @RoyceRk2 reports.	https://twitter.com/i/web/status/1283273701740273664
	ava	“For most of the magazine’s history, a Black artist, athlete or politician on a regular monthly issue of @VanityFair was a rare occurrence. Excluding groups and special issues, we count 17 Black people on the cover in 35 years between 1983-2017.” https://t.co/2rbhJv5FLH	https://twitter.com/i/web/status/1283274060802056192
	MerikiKO	Aboriginal kids have to get help from outside the community to get laptops for their education. Our kids are struggling to get laptops to maintain their education during the school closures. Where can kids get acces laptops to maintain their schooling? People can’t afford it.	https://twitter.com/i/web/status/1283260155421880323
	Artforum	“The possessive investment in whiteness can’t be rectified by learning ‘how to be more antiracist.’ It requires a radical divestment in the project of whiteness and a redistribution of wealth and resources. It requires abolition.”   —Saidiya Hartman   https://t.co/36ewMUwjHb https://t.co/vcKdwJyzFW	https://twitter.com/i/web/status/1283062549873856512
	oz_f	It sounds funny and trite until you remember we’ve crimanalised leaving your house, and it’s being enforced by a racist and classist institution. This still remains a pretty big deal.	https://twitter.com/i/web/status/1283211606613045248
	Mvmnt4BlkLives	"The last few weeks have shown that it’s time for a massive prioritization and resourcing of the Black trans community."  By @RaquelWillis_, for @voguemagazine and all of us ❤️✨  https://t.co/H3c5RTQPLF	https://twitter.com/i/web/status/1283174156696195073
	bridgeyb	This case has a long and complex history. But serious questions remain: who enforces Australian Drinking Water Guidelines, and would we accept this in our major centres and towns? https://t.co/KLzbWW7Lej	https://twitter.com/i/web/status/1283011659812884480
			
	IndigenousXLtd	“we must remember too, that there is a price to be paid for speaking out, and we wish to honour all of those who speak out everyday with or without a megaphone.” @drcbond on the BLM in Meanjin https://t.co/oOXuqw2BYF	https://twitter.com/i/web/status/1283235585608433665
			
	oz_f	Huge cognitive dissonance amongst the senior journos and editors who are stanning Weiss yet work in or actually manage newsrooms that are toxic and inhospitable to people who aren’t white. You can’t cancel people you never let in in the first place!	https://twitter.com/i/web/status/1283262371381653510
	SciHistoryOrg	In 1949, @EBONYMag published a series of profiles of Black scientists working at the Argonne Lab. They included "crack mathematician" Sylvanus A. Tyler, poisons expert Cynthia Hall, and more. See more photos on #Wikipedia! #BlackAndSTEM #WomenInScience https://t.co/AimnS4FvkR https://t.co/U1SCZ30mn8	https://twitter.com/i/web/status/1282737246182027264
	NDRNadvocates	Check out this video feat. @Imani_Barbarin calling on politicians to reach out to the disability community, to make campaign messaging accessible, and to push for accountability in police departments for people with disabilities. #NDVRW https://t.co/BkMVONEiEJ	https://twitter.com/i/web/status/1283098939235823619
	michaelharriot	One day, I’mma tell my grandkids how Nick Cannon lost his job quicker than the cops who killed George Floyd and Breonna Taylor on the same day the president defended the Confederate Flag &amp; police brutality. And they’re gonna look at me and say:  “Granddaddy, why you lie so bad?”	https://twitter.com/i/web/status/1283255178800566272
	freep	A Michigan 15-year-old was incarcerated during the coronavirus pandemic after a judge ruled she violated probation by not completing her schoolwork.  https://t.co/mPLyVMcx7E	https://twitter.com/i/web/status/1283010785988481024
	ABCIndigenous	"We only found out that police had dropped the case again after a reporter contacted us for a comment."   Police drop probe into Big W racial profiling allegation as chain vows to introduce cultural training.  https://t.co/AME48szoed	https://twitter.com/i/web/status/1283206794014126081
	corey_tutt	Yesterday I said I was going to do something kind we successfully restocked two entire libraries, I learnt some lessons in Anindilyakwa( Groote Eylandt) the impact community has had on me has been massive I am incredibly lucky https://t.co/vc58LnjeGB	https://twitter.com/i/web/status/1283193284622340096
	ABCIndigenous	"That's what these rallies are about — getting together, talking everything out and seeing if we can work something better for the future."   Aboriginal woman Christine Abdulla calls on people power to make privilege equal.  https://t.co/UMQsUJtvBP	https://twitter.com/i/web/status/1283252698213572611
			
	NATSILS_	We are devastated that a 19 yo youngfella has died in custody in Acacia prison, Perth. Our thoughts are with the family.   438 blak deaths since 1991.  We need national leadership to implement the #RCIADIC recs to end the injustice   #BlackLivesMatterAustralia   Art: Gabi Briggs https://t.co/dmKW5FSrdh	https://twitter.com/i/web/status/1283188327361830912
	profgabrielle	So the Dean/Chair/Provost asks you to sit on the Diversity/Equity taskforce (a thread).   You: What can you take off my plate to make this possible? Repeat if nec.   Right answer: a course release.   Wrong answer: anything that has to do with “expertise,” and “appreciation.”	https://twitter.com/i/web/status/1283046856973582336
	NITV	One of Meanjin's most prominent Aboriginal activists memorialised with a mural portrait in a park in inner-city suburb West End. https://t.co/91HUV3ixxZ @smith_dougy reports	https://twitter.com/i/web/status/1283205755655475200
	sbagen	My god, this story: Student at Groves HS in Birmingham, Mi, is incarcerated in a juvenile facility on the alleged probation violation of not keeping up with her online schoolwork during the pandemic. She's still there.  Surprise twist in the next tweet. https://t.co/yThdZfRK5I	https://twitter.com/i/web/status/1282986453492998145
			
			
			
			
	CaseyBriggs	In relation to some newspaper reports of a "link" between the BLM protest and public housing towers, Vic Health says: * So far 6 ppl who protested have been infected * There is no evidence any of them acquired it at the protest * None live in a major public housing complex https://t.co/Ka6FQC1xWE	https://twitter.com/i/web/status/1283258230282399744
	NITV	The peak body for Aboriginal children in NSW says the state government's response to last year's damning Family is Culture report into Aboriginal children in out of home care 'ignores essential reforms'. https://t.co/dTGW8fNUxA @KeiraJenkins2 reports.	https://twitter.com/i/web/status/1283195416104677376
	NITV	OPINION: "Why couldn't they have just let him eat the biscuits?" David Dungay's sister Christine shares the whole story of why her brother's life matters. https://t.co/GHCaFhNPMv	https://twitter.com/i/web/status/1283205856742436870
	Imani_Barbarin	And not only are we least likely to survive it, you all added to the terror of this moment by actively suggesting we should die to preserve an economy of lies.	https://twitter.com/i/web/status/1283205720326967296
	Imani_Barbarin	TW: Covid   I said this to someone today, but I’ll repeat it here:   I think one of the most devastating aspects to this time is that as you all adjusted to pandemic life, in many ways, disabled people were the most prepared to survive this time the least likely to survive it.	https://twitter.com/i/web/status/1283205718506647553
	IndigenousX	People in positions of influence need to encourage abolishionist perspectives in the context of justice. The moment you cancel the idea of abolishing prisons is the moment you cancel black lives. Reform in these systems will continue to kill.	https://twitter.com/i/web/status/1283174599803285504
	ABCIndigenous	"There's an undeniable truth that it's always been Aboriginal land. I think this [discovery] helps in that picture."  29,000 years of Aboriginal history confirmed at SA River Murray site.  https://t.co/ry5ecCoAxK	https://twitter.com/i/web/status/1283224567842918401
	BronFredericks	I stand with others in the Australian #HigherEducation sector to call for additional support to assist Indigenous students impacted by the pressures of the pandemic. See https://t.co/nZ17B9J8gS in today’s @australian. #COVID19 #COVID19Aus #Highered #UQLife @UQ_News @atsisuq	https://twitter.com/i/web/status/1283161493677072384
	BronFredericks	Pleased to contribute to #UQ’s submission to the national ‘Inquiry into food pricing &amp; food security in remote Indigenous communities’ https://t.co/cNbuBtvD4Z 👈🏽 Inquiry information &amp; submissions can be found at https://t.co/ZPrNybD751 https://t.co/OZ72KOyZq1	https://twitter.com/i/web/status/1282862500262756353
	NITV	Noongar - Martujarra man runs 100 kilometres in a week to celebrate and raise awareness of Aboriginal culture as part of the Indigenous Marathon Foundation's virtual running festival. https://t.co/tRlDAmptjB @KeiraJenkins2 reports.	https://twitter.com/i/web/status/1282891717155237889
	oz_f	The anti-Muslim narrative in Australia  is sort of hard to sustain when you realise Muslim Punjabis were here, often living with and marrying into Indigenous communities, since the 1800’s. Probably why we never learn about it!	https://twitter.com/i/web/status/1282896029252071425
	oz_f	This is a really interesting personal story (and touches on the fact that many of the so-called ‘Afghan cameelers’ were actually Indian Muslims) https://t.co/6fI2jJiQoe	https://twitter.com/i/web/status/1282895557476794370
	_IllumiNatives	Natives are people, not mascots. All Native mascots are dehumanizing, studies have shown there is no benefit to Native peoples. It also encourages racist fan behavior, like redface.   Spread the word!  Download gifs here: https://t.co/9XRTdxOgmF  #NotYourMascot https://t.co/PtcWW71J8D	https://twitter.com/i/web/status/1282828865547587584
	KalwantBhopal	Three things I am regularly asked to do from strangers but would never be asked if I was white: Read my draft book/article and provide comments by next week.  Read our equality policy and redraft it by next week.  Read my CV and job application by next week.  #WhitePrivilege	https://twitter.com/i/web/status/1282953016304377861
			
	EvieDaisy3	@TracyWesterman @Ema_Leia How the hell is this possible What country treats children this way  We must stop this insanity cruelty and death  I know how vulnerable these young ones are  This is SO WRONG  Heartbreaking	https://twitter.com/i/web/status/1282952894891749377
	sandyosullivan	If there's something concrete you can do to assist people who are non-binary, please consider it.  Failing to include or promote non-binary people is a huge issue.  There are many programs that seek to have greater gendered inclusion, but few yet address gender-diverse inclusion. https://t.co/WtgFWDylRN	https://twitter.com/i/web/status/1282965700491882497
	TerriJanke	Check out our Team of lawyers and advisers at Terri Janke and Company #Lawyers and #consultants https://t.co/StEmK8eboJ #IndigenousLawFirm https://t.co/ZmEcNwYzuW	https://twitter.com/i/web/status/1282958860014120963
	LouiseApryl	To be honest I spoke to #4corners about this and advised it’s best to speak with families and uplift their voices, tell their loved ones stories. What a missed opportunity. That happens when you specifically create a segment for a certain audience...... https://t.co/OulOye5YsI	https://twitter.com/i/web/status/1282966374386548739
	MerikiKO	No disrespect, but that #4corners story is what you get when you don’t centre the voices families of people who were killed in custody. Disappointing @LouiseApryl	https://twitter.com/i/web/status/1282958375869755392
	Roxy_Moore_	Racism is killing our people  BLAK LIVES MATTER   But they don’t in this country  FYI this is a privately run prison by @SercoGroup so what about those corporate interests in the prison industry? How are they being held accountable?   #BlackLivesMatterAustralia https://t.co/T9Ej8NRBNT	https://twitter.com/i/web/status/1282954025432870913
	imaniloves_you	A black child went to juvie bc a judge supported her school refusing to honor her disability accomodations and ppl wonder why I believe in seeing Blackness in the US and disability as intrinsically intertwined? https://t.co/ro2ZI71xzY	https://twitter.com/i/web/status/1283007306956001281
	SadiqaReynolds	Thank God for the righteous rage of the peaceful protestor. Find it in your heart to be responsive.  Lest you attract the alternative. https://t.co/wRDZv0e5xa	https://twitter.com/i/web/status/1283009507543613441
	DrSarahLiu	I hate the question “where are you from” because more often than not, people ask with the assumption that I don’t belong here. https://t.co/ljo7fCSYRf	https://twitter.com/i/web/status/1283001709904658435
	ProfessorCrunk	To wit, I am tired of people benefitting not only from Black women’s political and bodily labor but our *thinking* about how to build a better world, when those same people are so quick to show contempt when they realize that building and creating is dirty work.	https://twitter.com/i/web/status/1283011907956477953
	KimCrayton1	White folx in the #causeascene community, please internalize these words so that you stop using words like "ally/progressive/liberal" to DESCRIBE yourself AND instead just do the work that liberates us all...yourselves included https://t.co/Xi3E40Iukl	https://twitter.com/i/web/status/1282822809018863618
	ABCIndigenous	"It's a way to show solidarity, but it's like it's a way to show solidarity without doing the things that really make meaningful change."  Six weeks ago the music industry pushed 'Black Out Tuesday'. Has it led to anything but black tiles?  https://t.co/lqPas8Q61w	https://twitter.com/i/web/status/1282994610814373888
	NativeApprops	For the last 10 years any time I’ve spoken out about the R-words or Native mascots I’ve been deluged with hate mail/comments/tweets calling me all kinds of horrible things, or arguing the same 5 arguments over and over. People have threatened my life and tried to get me fired.	https://twitter.com/i/web/status/1282860289130745856
	TracyWesterman	An early prison sentence is the strongest predictor of future criminality. You take away a child’s possibilities before they have any possibilities &amp; well before they understand the implications of behaviours or their lifelong consequences.  #RaiseTheAge https://t.co/egwdX5zJMh	https://twitter.com/i/web/status/1282967526473822210
	KimCrayton1	This is an example of an opportunity to prioritize the most vulnerable  If the concerns of those who are at greatest risk of becoming seriously ill and/or dying, are addressed, then those less concerned would ALSO benefit  We've seen what happens when we prioritize the privileged https://t.co/X66srXg6JN	https://twitter.com/i/web/status/1283018368036020225
	LyndaJune1	An issue that I’ve had with Black media and journalism over the past few years is the centring of their own individual stories versus the Black community experience. Last nights Four Corners episode was no different. Decolonise Black media ✌🏾	https://twitter.com/i/web/status/1282986301008953345
	najsambul	“I live alone, I was seriously going crazy, I was sick and all I could think about was my daughter.”  A piece I wrote for @HuffPostAU about the experiences of residents not receiving adequate health services during ‘hard lockdown.’  #melbournelockdown https://t.co/G2VBDYKzpd	https://twitter.com/i/web/status/1282873037537202178
			
	sandyosullivan	Wow. The LGBTI Rights Australia Facebook page is rife with other queer folk 'just not getting it' and NB folk apologising for how hard it is to remember to say our pronouns correctly. I mean, learn something from us Aboriginal people, don't apologise for being who you are FFS.	https://twitter.com/i/web/status/1283001532426842112
	ABCIndigenous	"The decision leaves the question well who is responsible? Because these people have been exposed to uranium in the drinking water for over 10 years."  Residents of remote NT community of Laramba lose legal battle over uranium in water.  https://t.co/g1x1igPCCr	https://twitter.com/i/web/status/1283001371587776516
	katrina_beavan	Residents of the remote central Australian community of Laramba have lost a case against the Northern Territory Government over high levels of uranium in their drinking water: https://t.co/TY0JpADHRx	https://twitter.com/i/web/status/1282951869489278977
	isabellahiggins	For more than a decade (possibly forever) this NT community has been drinking water with uranium almost 3x recommend levels. They have lost their legal battle for safe water. https://t.co/Srf1HfekWJ	https://twitter.com/i/web/status/1282979071106838528
	OtherSociology	"Last week our phone line team fielded 260 calls with medication, mental health support and diabetes management queries, which is the most common reason for calling." Health crisis inside the Victorian social housing towers put into COVID-19 detention  https://t.co/P9uJcPq9lR	https://twitter.com/i/web/status/1283023154009366528
	KalwantBhopal	To argue that post-Macpherson has resulted in a post-racial society is utterly absurd. Racism exists at every level of society, it permeates our schools, colleges, unis and the social spaces that we occupy. It is alive in all elements of our society' (Myers and Bhopal, 2015:140)	https://twitter.com/i/web/status/1282998616551051266
	TracyWesterman	My 1st job was as a welfare officer in Kalgoorlie. An 11 yr old I case managed from Wiluna went 2 jail in Perth 4 stealing FOOD! I didn’t sleep 4 a week. It made me physically ill. He was well under 5ft. Had a pair of thongs, singlet &amp; trackies 2 his name. These r little babies https://t.co/3jsrv5YU38	https://twitter.com/i/web/status/1282926875736592385
	kylegriffin1	More than 1,200 current CDC employees have signed a letter calling for the CDC to address "ongoing and recurring acts of racism and discrimination" against Black employees. The letter calls for publicly declaring racism a public health crisis in the U.S. https://t.co/WP34FvExRx	https://twitter.com/i/web/status/1283000790982918149
	TracyWesterman	Another horrific &amp; tragic reminder as to why CHILDREN do not belong in jail. We cannot change this without political will-so I wonder what is so attractive about criminalising children rather than rehabilitating them. My heart breaks 4 this family #RaiseTheAge https://t.co/9PI46VwGtq	https://twitter.com/i/web/status/1282924480466055168
	sunili	Has everyone who cares about the @palaceletters donated to a First Nations fundraiser this week to help offset your boringness and the undue weight given to European history in this colony? 🙃 #palaceletters   https://t.co/1hPE0uyLfx	https://twitter.com/i/web/status/1282830336364142592
	alexbhathal	Great insights into processes of white supremacy from @ClaudRankine &amp; this is imp viewing but there are Aboriginal critical race theorists and scholars of world standing: @QAmity @debbiebargallie @drcbond  Dr Lilla Watson inter alia, so why aren’t they on @4corners tonight?	https://twitter.com/i/web/status/1282630900606398464
	Kon__K	When 1 in 4 #covid cases were in the Mornington peninsula or Toorak and South Yarra or 1/4 of deaths from Ruby Princess, the Bolts &amp; Hanson’s of this world never raised the race of these communities. So when they do now know it’s just filthy racism, gutter racism by racists.	https://twitter.com/i/web/status/1282641179444523008
			
	teelareid	When it comes to *truth-telling* in so called Australia, white people need to know the onus is on them to step up and be accountable for their violence.   It’s no longer on First Nations to bear the emotional load.   SHOW UP!	https://twitter.com/i/web/status/1282646184830496768
	TracyWesterman	Great 2b interviewed by Isabel Moussalli of ABC about our Whole of Community Suicide Prev’n Forums &amp; generally about Govt failure 2 fund prev’n. The forums used evidence of different risk factors 2 inform program content which is unique 2 Oz.listen @ 37min https://t.co/RWQ21g5BlP	https://twitter.com/i/web/status/1282823904650641408
	haveachattabs	As I was driving today it struck me that when I was married, my ex convinced me through control, manipulation, lies &amp; violence that I couldn’t do this...be a single mum living a full life...&amp; I stayed because I couldn’t leave, &amp; now look at me...just living freedom ❤️❤️	https://twitter.com/i/web/status/1282645992941051907
	Utopiana	White people tweeting that last night's 4Corners was "the beginning of an important conversation" &amp; "time for us to listen &amp; reflect" is telling me all I need to know really. 250 yrs is an awful long time for a 'beginning' &amp; to be 'listening' so if it made yas feel validated, ✊	https://twitter.com/i/web/status/1282865736155721728
